date,y_true,pred_mean,pred_std,lps,VaR_5%,ES_5%,var_hit
2020-11-13,1.3749548931808242,0.02256001866402307,0.8587250858023251,-2.0234077263941264,-1.397980618480796,-1.9437446388277926,0
2021-01-28,0.8563521957506204,0.28294207185031517,0.8643200494453134,-0.9433051456590806,-1.120557174625815,-1.697490160306814,0
2021-04-12,0.03644691343156481,-0.11519979611662583,0.8890440555457816,-0.8161502676547436,-1.5728860266544151,-2.158796965825681,0
2021-06-22,0.5331984228107878,-0.2545087620087456,0.9127771544738666,-1.1486094485886709,-1.758888102932745,-2.3176528729488046,0
2021-09-01,0.05312594499020662,0.005322554598169536,0.9170237148023314,-0.8305690441284439,-1.5197144831106988,-2.108717171911021,0
2021-11-11,0.03235714941425272,0.10638840817108827,0.9360303240820121,-0.8534019177049754,-1.4297800814398656,-2.024053837058336,0
2022-01-25,-1.2284090054033747,0.04317238148921478,0.9639127123507991,-1.859943877744234,-1.5704132475890644,-2.1687579712890868,0
2022-04-06,-1.0049751515546212,-0.003750850572651805,0.9748161302894116,-1.580728350499941,-1.6463552677769606,-2.220689041545391,0
2022-06-17,0.21512201719522395,0.04082405616907642,1.0476020550964655,-0.9872582175152191,-1.6447604370514657,-2.352202806994616,0
2022-08-30,-1.1038646086350745,-0.1056306098831292,1.084384928980274,-1.579433682294429,-1.8103323339614297,-2.5745840451837063,0
2022-11-09,-2.081723720108908,-0.058538740414514255,1.1142916915387062,-2.6910210822964507,-1.8810650641299187,-2.5970466116104833,1
2023-01-24,-0.1073980178134093,-0.2269113113496498,1.1116600555605813,-1.0289561340465099,-2.0641065258433957,-2.7666470176054605,0
2023-04-05,-0.2621745436520939,0.23223385020892195,1.1356549180878188,-1.1432506964668723,-1.6351108143035025,-2.360361696727611,0
2023-06-16,-0.3410348037380828,-0.4584838477077325,1.1376018996464465,-1.055538815051013,-2.316358406382067,-3.0546370774645797,0
2023-08-29,1.4351217281514117,0.008486064653366113,1.1209711964622586,-1.840701454436743,-1.777139470630789,-2.54639041696053,0
2023-11-08,0.07320942529416286,-0.11935932951716684,1.13147628503375,-1.0465550602147264,-2.0508856780154585,-2.70437040828414,0
2024-01-23,0.2912358373164281,0.15857767795331226,1.1328376154989859,-1.0326351949961783,-1.6799610214372462,-2.416249683952283,0
2024-04-04,-1.2281238725345922,-0.12126525217776297,1.0323822160159501,-1.7201232194491793,-1.802636119082463,-2.480938094449873,0
2024-06-14,0.060816950922504276,-0.30297943675669275,1.0082085814821988,-0.9626857390519444,-1.9942015838682903,-2.6066531866629474,0
2024-08-27,0.13721363640186723,-0.015788678778586272,1.0051644500307022,-0.9377454658456983,-1.6956842260030573,-2.306784349791799,0
2024-11-06,2.4561504550431046,-0.10395739366884303,0.9759266985262766,-3.9650534974787024,-1.7736246226207664,-2.3356162457896703,0
2025-01-22,0.5605636804535408,0.04458413902361636,0.9761565731313299,-0.984198773272679,-1.5481940182563754,-2.19405189278516,0
2025-04-03,-5.053656042128818,0.01823148873992933,0.9890972747998646,-18.954304866036107,-1.6260043457652638,-2.240042604023233,1
2025-06-16,0.9469247204470399,-0.21891880017519832,1.0255975357297678,-1.5669970058594476,-1.891387422845347,-2.557275548515583,0
2025-08-27,0.22759052590446416,-0.0700322987924818,1.0177923561018067,-0.9641804158145907,-1.721839622697539,-2.384010935300289,0
2025-11-06,-1.078735468828107,0.14527441633297872,1.0153273779384868,-1.7947464584791306,-1.5187361015688927,-2.1803792710692833,0
2026-01-21,1.147507138795767,0.010281337356296473,0.9966403287525282,-1.5371719098760543,-1.5851269779431778,-2.2698964601728537,0
