date,y_true,pred_mean,pred_std,lps,var_alpha,es_alpha,var_hit
2021-04-12,0.03644691343156481,0.09712524216024819,0.9954135724418649,-0.8336358125219512,-1.337568391275754,-1.7964746388662831,0
2021-06-22,0.5331984228107878,0.05939881964561629,0.9524232642905581,-1.1090619065189602,-1.2513640054466735,-1.6991015721425382,0
2021-09-01,0.05312594499020662,0.15923756473301987,0.7334421301418614,-0.5280413421128404,-0.98613336873998,-1.2367949838672976,0
2021-11-11,0.03235714941425272,0.22798418117170707,0.7482271138138973,-0.553749264351718,-0.935177332963329,-1.2466518800924893,0
2022-01-25,-1.2284090054033747,0.1649433880350406,0.8164135228795579,-2.1311102711294176,-1.107649895092626,-1.341237004898394,1
2022-04-06,-1.0049751515546212,0.0018845273367067738,1.0389867925140552,-1.4493200574562874,-1.3070664572567856,-1.8352542926727697,0
2022-06-17,0.21512201719522395,0.07521040455655234,1.421523833072627,-1.2570543700456478,-2.0744830533148377,-2.4498788537497855,0
2022-08-30,-1.1038646086350745,0.12845102009483667,1.5150596135081682,-1.8008073839399605,-2.140625316433117,-2.483750033078107,0
2022-11-09,-2.081723720108908,0.3333535987324901,1.6025566230026687,-2.260282047460614,-2.1295377361388947,-2.2744135139029247,0
2023-01-24,-0.1073980178134093,-0.35134700323680335,1.6469398497047918,-1.3297641167623853,-2.7920977136256075,-3.1360624050986403,0
2023-04-05,-0.2621745436520939,0.7175474745197848,1.4222765036045704,-1.6683928556640488,-1.4943915286783522,-1.873308323373603,0
2023-06-16,-0.3410348037380828,0.022762401407607352,1.3291283761989878,-1.203034495932699,-1.7278676237167954,-2.389814588055216,0
2023-08-29,1.4351217281514117,0.014513659481661636,0.9660492862388673,-2.3736688483459614,-1.3229595568742167,-1.7385934824652682,0
2023-11-08,0.07320942529416286,0.024784162025455306,0.8903165214568101,-0.7266199027659911,-1.2080470339101805,-1.613517656030295,0
2024-01-23,0.2912358373164281,0.17492567269510625,0.7718127329710023,-0.5891670613926803,-0.974308627803647,-1.2797705872635583,0
2024-04-04,-1.2281238725345922,0.14794581426962836,0.7398118903416773,-2.227510606434666,-0.9141123519055887,-1.2448073992239328,1
2024-06-14,0.060816950922504276,-0.16769391087053961,0.7100572484696512,-0.6696537230469846,-1.1684645812064705,-1.4879800773531737,0
2024-08-27,0.13721363640186723,0.03590523738930817,0.7146936382540306,-0.5622777374677308,-1.0633524667052399,-1.2918100644741732,0
2024-11-06,2.4561504550431046,0.07212163124064341,0.7599231004809953,-4.193837107011893,-1.027264747645496,-1.2953399716426623,0
2025-01-22,0.5605636804535408,0.3180665410412129,0.8079880632174355,-0.7393771069133056,-0.8510329519333777,-1.2246170764206334,0
2025-04-03,-5.053656042128818,0.10394063875418859,0.922951844998548,-33.01551534408675,-1.1313006524781433,-1.517905583308088,1
2025-06-16,0.9469247204470399,-0.12955038179974154,1.0151052244077046,-1.8361115501025909,-1.4308090166250553,-1.9176904894730988,0
2025-08-27,0.22759052590446416,0.050212618510381474,0.9836319577741134,-0.853942356080278,-1.3137014570072787,-1.7660489911588735,0
2025-11-06,-1.078735468828107,0.17015174667779356,0.9217349005258347,-1.6951322460651337,-1.1056492511495972,-1.514556810713046,0
2026-01-21,1.147507138795767,0.4293928752966052,0.7522058717016192,-1.2720229357265544,-0.6553713568720466,-0.9363331817803862,0
